path,actor_id,sentence,emotion,level,split
data\processed\1046_IWL_NEU_XX.npy,1046,IWL,NEU,XX,train
data\processed\1007_IWL_FEA_XX.npy,1007,IWL,FEA,XX,train
data\processed\1032_IWL_NEU_XX.npy,1032,IWL,NEU,XX,train
data\processed\1035_IWL_ANG_XX.npy,1035,IWL,ANG,XX,train
data\processed\1039_IWL_DIS_XX.npy,1039,IWL,DIS,XX,train
data\processed\1008_IWL_DIS_XX.npy,1008,IWL,DIS,XX,train
data\processed\1004_IWL_HAP_XX.npy,1004,IWL,HAP,XX,train
data\processed\1029_IWL_SAD_XX.npy,1029,IWL,SAD,XX,train
data\processed\1039_IWL_FEA_XX.npy,1039,IWL,FEA,XX,train
data\processed\1008_IWL_HAP_XX.npy,1008,IWL,HAP,XX,train
data\processed\1044_IWL_SAD_XX.npy,1044,IWL,SAD,XX,train
data\processed\1036_IWL_DIS_XX.npy,1036,IWL,DIS,XX,train
data\processed\1006_IWL_NEU_XX.npy,1006,IWL,NEU,XX,train
data\processed\1026_IWL_HAP_XX.npy,1026,IWL,HAP,XX,train
data\processed\1025_IWL_HAP_XX.npy,1025,IWL,HAP,XX,train
data\processed\1030_IWL_ANG_XX.npy,1030,IWL,ANG,XX,train
data\processed\1019_IWL_SAD_XX.npy,1019,IWL,SAD,XX,train
data\processed\1014_IWL_NEU_XX.npy,1014,IWL,NEU,XX,train
data\processed\1047_IWL_NEU_XX.npy,1047,IWL,NEU,XX,train
data\processed\1041_IWL_FEA_XX.npy,1041,IWL,FEA,XX,train
data\processed\1014_IWL_FEA_XX.npy,1014,IWL,FEA,XX,train
data\processed\1037_IWL_NEU_XX.npy,1037,IWL,NEU,XX,train
data\processed\1017_IWL_ANG_XX.npy,1017,IWL,ANG,XX,train
data\processed\1027_IWL_SAD_XX.npy,1027,IWL,SAD,XX,train
data\processed\1039_IWL_ANG_XX.npy,1039,IWL,ANG,XX,train
data\processed\1035_IWL_DIS_XX.npy,1035,IWL,DIS,XX,train
data\processed\1009_IWL_SAD_XX.npy,1009,IWL,SAD,XX,train
data\processed\1023_IWL_NEU_XX.npy,1023,IWL,NEU,XX,train
data\processed\1048_IWL_FEA_XX.npy,1048,IWL,FEA,XX,train
data\processed\1025_IWL_SAD_XX.npy,1025,IWL,SAD,XX,train
data\processed\1023_IWL_SAD_XX.npy,1023,IWL,SAD,XX,train
data\processed\1036_IWL_NEU_XX.npy,1036,IWL,NEU,XX,train
data\processed\1046_IWL_ANG_XX.npy,1046,IWL,ANG,XX,train
data\processed\1040_IWL_FEA_XX.npy,1040,IWL,FEA,XX,train
data\processed\1024_IWL_FEA_XX.npy,1024,IWL,FEA,XX,train
data\processed\1041_IWL_ANG_XX.npy,1041,IWL,ANG,XX,train
data\processed\1017_IWL_SAD_XX.npy,1017,IWL,SAD,XX,train
data\processed\1003_IWL_NEU_XX.npy,1003,IWL,NEU,XX,train
data\processed\1033_IWL_HAP_XX.npy,1033,IWL,HAP,XX,train
data\processed\1043_IWL_FEA_XX.npy,1043,IWL,FEA,XX,train
data\processed\1009_IWL_ANG_XX.npy,1009,IWL,ANG,XX,train
data\processed\1032_IWL_HAP_XX.npy,1032,IWL,HAP,XX,train
data\processed\1019_IWL_DIS_XX.npy,1019,IWL,DIS,XX,train
data\processed\1020_IWL_DIS_XX.npy,1020,IWL,DIS,XX,train
data\processed\1001_IWL_HAP_XX.npy,1001,IWL,HAP,XX,train
data\processed\1043_IWL_NEU_XX.npy,1043,IWL,NEU,XX,train
data\processed\1015_IWL_SAD_XX.npy,1015,IWL,SAD,XX,train
data\processed\1030_IWL_HAP_XX.npy,1030,IWL,HAP,XX,train
data\processed\1043_IWL_DIS_XX.npy,1043,IWL,DIS,XX,train
data\processed\1004_IWL_NEU_XX.npy,1004,IWL,NEU,XX,train
data\processed\1007_IWL_SAD_XX.npy,1007,IWL,SAD,XX,train
data\processed\1040_IWL_SAD_XX.npy,1040,IWL,SAD,XX,train
data\processed\1005_IWL_DIS_XX.npy,1005,IWL,DIS,XX,train
data\processed\1027_IWL_NEU_XX.npy,1027,IWL,NEU,XX,train
data\processed\1040_IWL_NEU_XX.npy,1040,IWL,NEU,XX,train
data\processed\1043_IWL_HAP_XX.npy,1043,IWL,HAP,XX,train
data\processed\1001_IWL_SAD_XX.npy,1001,IWL,SAD,XX,train
data\processed\1023_IWL_DIS_XX.npy,1023,IWL,DIS,XX,train
data\processed\1028_IWL_SAD_XX.npy,1028,IWL,SAD,XX,train
data\processed\1002_IWL_ANG_XX.npy,1002,IWL,ANG,XX,train
data\processed\1010_IWL_DIS_XX.npy,1010,IWL,DIS,XX,train
data\processed\1018_IWL_HAP_XX.npy,1018,IWL,HAP,XX,train
data\processed\1034_IWL_DIS_XX.npy,1034,IWL,DIS,XX,train
data\processed\1034_IWL_SAD_XX.npy,1034,IWL,SAD,XX,train
data\processed\1037_IWL_DIS_XX.npy,1037,IWL,DIS,XX,train
data\processed\1021_IWL_NEU_XX.npy,1021,IWL,NEU,XX,train
data\processed\1011_IWL_ANG_XX.npy,1011,IWL,ANG,XX,train
data\processed\1002_IWL_SAD_XX.npy,1002,IWL,SAD,XX,train
data\processed\1001_IWL_ANG_XX.npy,1001,IWL,ANG,XX,train
data\processed\1030_IWL_NEU_XX.npy,1030,IWL,NEU,XX,train
data\processed\1012_IWL_ANG_XX.npy,1012,IWL,ANG,XX,train
data\processed\1041_IWL_DIS_XX.npy,1041,IWL,DIS,XX,train
data\processed\1005_IWL_SAD_XX.npy,1005,IWL,SAD,XX,train
data\processed\1024_IWL_DIS_XX.npy,1024,IWL,DIS,XX,train
data\processed\1031_IWL_SAD_XX.npy,1031,IWL,SAD,XX,train
data\processed\1025_IWL_NEU_XX.npy,1025,IWL,NEU,XX,train
data\processed\1010_IWL_FEA_XX.npy,1010,IWL,FEA,XX,train
data\processed\1022_IWL_SAD_XX.npy,1022,IWL,SAD,XX,train
data\processed\1020_IWL_NEU_XX.npy,1020,IWL,NEU,XX,train
data\processed\1017_IWL_HAP_XX.npy,1017,IWL,HAP,XX,train
data\processed\1028_IWL_ANG_XX.npy,1028,IWL,ANG,XX,train
data\processed\1037_IWL_SAD_XX.npy,1037,IWL,SAD,XX,train
data\processed\1034_IWL_FEA_XX.npy,1034,IWL,FEA,XX,train
data\processed\1032_IWL_ANG_XX.npy,1032,IWL,ANG,XX,train
data\processed\1047_IWL_HAP_XX.npy,1047,IWL,HAP,XX,train
data\processed\1008_IWL_SAD_XX.npy,1008,IWL,SAD,XX,train
data\processed\1011_IWL_FEA_XX.npy,1011,IWL,FEA,XX,train
data\processed\1034_IWL_HAP_XX.npy,1034,IWL,HAP,XX,train
data\processed\1047_IWL_SAD_XX.npy,1047,IWL,SAD,XX,train
data\processed\1020_IWL_ANG_XX.npy,1020,IWL,ANG,XX,train
data\processed\1027_IWL_HAP_XX.npy,1027,IWL,HAP,XX,train
data\processed\1013_IWL_FEA_XX.npy,1013,IWL,FEA,XX,train
data\processed\1048_IWL_SAD_XX.npy,1048,IWL,SAD,XX,train
data\processed\1005_IWL_FEA_XX.npy,1005,IWL,FEA,XX,train
data\processed\1028_IWL_DIS_XX.npy,1028,IWL,DIS,XX,train
data\processed\1027_IWL_FEA_XX.npy,1027,IWL,FEA,XX,train
data\processed\1026_IWL_FEA_XX.npy,1026,IWL,FEA,XX,train
data\processed\1012_IWL_SAD_XX.npy,1012,IWL,SAD,XX,train
data\processed\1019_IWL_FEA_XX.npy,1019,IWL,FEA,XX,train
data\processed\1028_IWL_FEA_XX.npy,1028,IWL,FEA,XX,train
data\processed\1016_IWL_SAD_XX.npy,1016,IWL,SAD,XX,train
data\processed\1032_IWL_DIS_XX.npy,1032,IWL,DIS,XX,train
data\processed\1021_IWL_ANG_XX.npy,1021,IWL,ANG,XX,train
data\processed\1022_IWL_FEA_XX.npy,1022,IWL,FEA,XX,train
data\processed\1031_IWL_ANG_XX.npy,1031,IWL,ANG,XX,train
data\processed\1018_IWL_ANG_XX.npy,1018,IWL,ANG,XX,train
data\processed\1006_IWL_ANG_XX.npy,1006,IWL,ANG,XX,train
data\processed\1006_IWL_HAP_XX.npy,1006,IWL,HAP,XX,train
data\processed\1027_IWL_ANG_XX.npy,1027,IWL,ANG,XX,train
data\processed\1017_IWL_FEA_XX.npy,1017,IWL,FEA,XX,train
data\processed\1013_IWL_ANG_XX.npy,1013,IWL,ANG,XX,train
data\processed\1016_IWL_DIS_XX.npy,1016,IWL,DIS,XX,train
data\processed\1046_IWL_HAP_XX.npy,1046,IWL,HAP,XX,train
data\processed\1009_IWL_HAP_XX.npy,1009,IWL,HAP,XX,train
data\processed\1013_IWL_DIS_XX.npy,1013,IWL,DIS,XX,train
data\processed\1010_IWL_SAD_XX.npy,1010,IWL,SAD,XX,train
data\processed\1007_IWL_DIS_XX.npy,1007,IWL,DIS,XX,train
data\processed\1017_IWL_DIS_XX.npy,1017,IWL,DIS,XX,train
data\processed\1016_IWL_NEU_XX.npy,1016,IWL,NEU,XX,train
data\processed\1031_IWL_HAP_XX.npy,1031,IWL,HAP,XX,train
data\processed\1019_IWL_ANG_XX.npy,1019,IWL,ANG,XX,train
data\processed\1025_IWL_FEA_XX.npy,1025,IWL,FEA,XX,train
data\processed\1014_IWL_ANG_XX.npy,1014,IWL,ANG,XX,train
data\processed\1004_IWL_DIS_XX.npy,1004,IWL,DIS,XX,train
data\processed\1038_IWL_NEU_XX.npy,1038,IWL,NEU,XX,train
data\processed\1047_IWL_ANG_XX.npy,1047,IWL,ANG,XX,train
data\processed\1022_IWL_NEU_XX.npy,1022,IWL,NEU,XX,train
data\processed\1016_IWL_ANG_XX.npy,1016,IWL,ANG,XX,train
data\processed\1022_IWL_ANG_XX.npy,1022,IWL,ANG,XX,train
data\processed\1001_IWL_FEA_XX.npy,1001,IWL,FEA,XX,train
data\processed\1010_IWL_HAP_XX.npy,1010,IWL,HAP,XX,train
data\processed\1012_IWL_NEU_XX.npy,1012,IWL,NEU,XX,train
data\processed\1014_IWL_DIS_XX.npy,1014,IWL,DIS,XX,train
data\processed\1022_IWL_DIS_XX.npy,1022,IWL,DIS,XX,train
data\processed\1038_IWL_DIS_XX.npy,1038,IWL,DIS,XX,train
data\processed\1011_IWL_DIS_XX.npy,1011,IWL,DIS,XX,train
data\processed\1035_IWL_FEA_XX.npy,1035,IWL,FEA,XX,train
data\processed\1030_IWL_DIS_XX.npy,1030,IWL,DIS,XX,train
data\processed\1037_IWL_ANG_XX.npy,1037,IWL,ANG,XX,train
data\processed\1045_IWL_HAP_XX.npy,1045,IWL,HAP,XX,train
data\processed\1015_IWL_NEU_XX.npy,1015,IWL,NEU,XX,train
data\processed\1038_IWL_ANG_XX.npy,1038,IWL,ANG,XX,train
data\processed\1042_IWL_DIS_XX.npy,1042,IWL,DIS,XX,train
data\processed\1045_IWL_DIS_XX.npy,1045,IWL,DIS,XX,train
data\processed\1030_IWL_FEA_XX.npy,1030,IWL,FEA,XX,train
data\processed\1031_IWL_FEA_XX.npy,1031,IWL,FEA,XX,train
data\processed\1042_IWL_SAD_XX.npy,1042,IWL,SAD,XX,train
data\processed\1026_IWL_NEU_XX.npy,1026,IWL,NEU,XX,train
data\processed\1033_IWL_DIS_XX.npy,1033,IWL,DIS,XX,train
data\processed\1030_IWL_SAD_XX.npy,1030,IWL,SAD,XX,train
data\processed\1038_IWL_SAD_XX.npy,1038,IWL,SAD,XX,train
data\processed\1018_IWL_DIS_XX.npy,1018,IWL,DIS,XX,train
data\processed\1002_IWL_FEA_XX.npy,1002,IWL,FEA,XX,train
data\processed\1001_IWL_DIS_XX.npy,1001,IWL,DIS,XX,train
data\processed\1009_IWL_FEA_XX.npy,1009,IWL,FEA,XX,train
data\processed\1024_IWL_SAD_XX.npy,1024,IWL,SAD,XX,train
data\processed\1026_IWL_ANG_XX.npy,1026,IWL,ANG,XX,train
data\processed\1036_IWL_SAD_XX.npy,1036,IWL,SAD,XX,train
data\processed\1029_IWL_FEA_XX.npy,1029,IWL,FEA,XX,train
data\processed\1036_IWL_ANG_XX.npy,1036,IWL,ANG,XX,train
data\processed\1003_IWL_FEA_XX.npy,1003,IWL,FEA,XX,train
data\processed\1029_IWL_ANG_XX.npy,1029,IWL,ANG,XX,train
data\processed\1006_IWL_SAD_XX.npy,1006,IWL,SAD,XX,train
data\processed\1005_IWL_ANG_XX.npy,1005,IWL,ANG,XX,train
data\processed\1044_IWL_NEU_XX.npy,1044,IWL,NEU,XX,train
data\processed\1016_IWL_FEA_XX.npy,1016,IWL,FEA,XX,train
data\processed\1040_IWL_DIS_XX.npy,1040,IWL,DIS,XX,train
data\processed\1013_IWL_HAP_XX.npy,1013,IWL,HAP,XX,train
data\processed\1005_IWL_NEU_XX.npy,1005,IWL,NEU,XX,train
data\processed\1035_IWL_NEU_XX.npy,1035,IWL,NEU,XX,train
data\processed\1041_IWL_NEU_XX.npy,1041,IWL,NEU,XX,train
data\processed\1021_IWL_HAP_XX.npy,1021,IWL,HAP,XX,train
data\processed\1042_IWL_ANG_XX.npy,1042,IWL,ANG,XX,train
data\processed\1004_IWL_SAD_XX.npy,1004,IWL,SAD,XX,train
data\processed\1024_IWL_NEU_XX.npy,1024,IWL,NEU,XX,train
data\processed\1018_IWL_FEA_XX.npy,1018,IWL,FEA,XX,train
data\processed\1025_IWL_ANG_XX.npy,1025,IWL,ANG,XX,train
data\processed\1042_IWL_FEA_XX.npy,1042,IWL,FEA,XX,train
data\processed\1021_IWL_FEA_XX.npy,1021,IWL,FEA,XX,train
data\processed\1044_IWL_ANG_XX.npy,1044,IWL,ANG,XX,train
data\processed\1003_IWL_SAD_XX.npy,1003,IWL,SAD,XX,train
data\processed\1020_IWL_FEA_XX.npy,1020,IWL,FEA,XX,train
data\processed\1007_IWL_ANG_XX.npy,1007,IWL,ANG,XX,train
data\processed\1040_IWL_ANG_XX.npy,1040,IWL,ANG,XX,train
data\processed\1036_IWL_FEA_XX.npy,1036,IWL,FEA,XX,train
data\processed\1026_IWL_SAD_XX.npy,1026,IWL,SAD,XX,train
data\processed\1037_IWL_FEA_XX.npy,1037,IWL,FEA,XX,train
data\processed\1013_IWL_SAD_XX.npy,1013,IWL,SAD,XX,train
data\processed\1007_IWL_NEU_XX.npy,1007,IWL,NEU,XX,train
data\processed\1016_IWL_HAP_XX.npy,1016,IWL,HAP,XX,train
data\processed\1024_IWL_ANG_XX.npy,1024,IWL,ANG,XX,train
data\processed\1010_IWL_NEU_XX.npy,1010,IWL,NEU,XX,train
data\processed\1008_IWL_NEU_XX.npy,1008,IWL,NEU,XX,train
data\processed\1012_IWL_DIS_XX.npy,1012,IWL,DIS,XX,train
data\processed\1021_IWL_DIS_XX.npy,1021,IWL,DIS,XX,train
data\processed\1017_IWL_NEU_XX.npy,1017,IWL,NEU,XX,train
data\processed\1028_IWL_HAP_XX.npy,1028,IWL,HAP,XX,train
data\processed\1024_IWL_HAP_XX.npy,1024,IWL,HAP,XX,train
data\processed\1021_IWL_SAD_XX.npy,1021,IWL,SAD,XX,train
data\processed\1048_IWL_HAP_XX.npy,1048,IWL,HAP,XX,train
data\processed\1036_IWL_HAP_XX.npy,1036,IWL,HAP,XX,train
data\processed\1045_IWL_SAD_XX.npy,1045,IWL,SAD,XX,train
data\processed\1009_IWL_NEU_XX.npy,1009,IWL,NEU,XX,train
data\processed\1041_IWL_SAD_XX.npy,1041,IWL,SAD,XX,train
data\processed\1004_IWL_FEA_XX.npy,1004,IWL,FEA,XX,train
data\processed\1039_IWL_SAD_XX.npy,1039,IWL,SAD,XX,train
data\processed\1044_IWL_DIS_XX.npy,1044,IWL,DIS,XX,train
data\processed\1020_IWL_SAD_XX.npy,1020,IWL,SAD,XX,train
data\processed\1029_IWL_HAP_XX.npy,1029,IWL,HAP,XX,train
data\processed\1046_IWL_FEA_XX.npy,1046,IWL,FEA,XX,train
data\processed\1008_IWL_FEA_XX.npy,1008,IWL,FEA,XX,train
data\processed\1033_IWL_ANG_XX.npy,1033,IWL,ANG,XX,train
data\processed\1005_IWL_HAP_XX.npy,1005,IWL,HAP,XX,train
data\processed\1038_IWL_HAP_XX.npy,1038,IWL,HAP,XX,train
data\processed\1015_IWL_HAP_XX.npy,1015,IWL,HAP,XX,train
data\processed\1034_IWL_ANG_XX.npy,1034,IWL,ANG,XX,train
data\processed\1012_IWL_FEA_XX.npy,1012,IWL,FEA,XX,train
data\processed\1002_IWL_NEU_XX.npy,1002,IWL,NEU,XX,train
data\processed\1023_IWL_HAP_XX.npy,1023,IWL,HAP,XX,train
data\processed\1035_IWL_HAP_XX.npy,1035,IWL,HAP,XX,train
data\processed\1038_IWL_FEA_XX.npy,1038,IWL,FEA,XX,train
data\processed\1018_IWL_NEU_XX.npy,1018,IWL,NEU,XX,train
data\processed\1035_IWL_SAD_XX.npy,1035,IWL,SAD,XX,train
data\processed\1045_IWL_ANG_XX.npy,1045,IWL,ANG,XX,train
data\processed\1015_IWL_DIS_XX.npy,1015,IWL,DIS,XX,train
data\processed\1003_IWL_DIS_XX.npy,1003,IWL,DIS,XX,train
data\processed\1015_IWL_FEA_XX.npy,1015,IWL,FEA,XX,train
data\processed\1044_IWL_FEA_XX.npy,1044,IWL,FEA,XX,train
data\processed\1007_IWL_HAP_XX.npy,1007,IWL,HAP,XX,train
data\processed\1014_IWL_HAP_XX.npy,1014,IWL,HAP,XX,train
data\processed\1020_IWL_HAP_XX.npy,1020,IWL,HAP,XX,train
data\processed\1042_IWL_HAP_XX.npy,1042,IWL,HAP,XX,train
data\processed\1022_IWL_HAP_XX.npy,1022,IWL,HAP,XX,train
data\processed\1032_IWL_FEA_XX.npy,1032,IWL,FEA,XX,train
data\processed\1039_IWL_HAP_XX.npy,1039,IWL,HAP,XX,train
data\processed\1008_IWW_HAP_XX.npy,1008,IWW,HAP,XX,test
data\processed\1037_IWW_ANG_XX.npy,1037,IWW,ANG,XX,dev
data\processed\1009_IWW_HAP_XX.npy,1009,IWW,HAP,XX,dev
data\processed\1021_IWW_FEA_XX.npy,1021,IWW,FEA,XX,dev
data\processed\1046_IWW_FEA_XX.npy,1046,IWW,FEA,XX,dev
data\processed\1018_IWW_ANG_XX.npy,1018,IWW,ANG,XX,dev
data\processed\1047_IWW_SAD_XX.npy,1047,IWW,SAD,XX,dev
data\processed\1040_IWW_FEA_XX.npy,1040,IWW,FEA,XX,dev
data\processed\1020_IWW_DIS_XX.npy,1020,IWW,DIS,XX,dev
data\processed\1021_IWW_ANG_XX.npy,1021,IWW,ANG,XX,dev
data\processed\1023_IWW_FEA_XX.npy,1023,IWW,FEA,XX,dev
data\processed\1046_IWW_DIS_XX.npy,1046,IWW,DIS,XX,dev
data\processed\1010_IWW_NEU_XX.npy,1010,IWW,NEU,XX,dev
data\processed\1018_IWW_FEA_XX.npy,1018,IWW,FEA,XX,dev
data\processed\1006_IWW_FEA_XX.npy,1006,IWW,FEA,XX,dev
data\processed\1044_IWW_ANG_XX.npy,1044,IWW,ANG,XX,dev
data\processed\1004_IWW_SAD_XX.npy,1004,IWW,SAD,XX,dev
data\processed\1026_IWW_ANG_XX.npy,1026,IWW,ANG,XX,dev
data\processed\1019_IWW_FEA_XX.npy,1019,IWW,FEA,XX,dev
data\processed\1022_IWW_FEA_XX.npy,1022,IWW,FEA,XX,dev
data\processed\1002_IWW_HAP_XX.npy,1002,IWW,HAP,XX,dev
data\processed\1034_IWW_ANG_XX.npy,1034,IWW,ANG,XX,dev
data\processed\1024_IWW_FEA_XX.npy,1024,IWW,FEA,XX,dev
data\processed\1019_IWW_DIS_XX.npy,1019,IWW,DIS,XX,dev
data\processed\1043_IWW_NEU_XX.npy,1043,IWW,NEU,XX,dev
data\processed\1027_IWW_NEU_XX.npy,1027,IWW,NEU,XX,dev
data\processed\1015_IWW_HAP_XX.npy,1015,IWW,HAP,XX,dev
data\processed\1024_IWW_SAD_XX.npy,1024,IWW,SAD,XX,dev
data\processed\1037_IWW_SAD_XX.npy,1037,IWW,SAD,XX,dev
data\processed\1005_IWW_FEA_XX.npy,1005,IWW,FEA,XX,train
data\processed\1041_IWW_DIS_XX.npy,1041,IWW,DIS,XX,train
data\processed\1039_IWW_DIS_XX.npy,1039,IWW,DIS,XX,train
data\processed\1041_IWW_ANG_XX.npy,1041,IWW,ANG,XX,train
data\processed\1034_IWW_NEU_XX.npy,1034,IWW,NEU,XX,train
data\processed\1037_IWW_NEU_XX.npy,1037,IWW,NEU,XX,train
data\processed\1002_IWW_NEU_XX.npy,1002,IWW,NEU,XX,train
data\processed\1030_IWW_NEU_XX.npy,1030,IWW,NEU,XX,train
data\processed\1022_IWW_NEU_XX.npy,1022,IWW,NEU,XX,train
data\processed\1048_IWW_HAP_XX.npy,1048,IWW,HAP,XX,train
data\processed\1048_IWW_SAD_XX.npy,1048,IWW,SAD,XX,train
data\processed\1005_IWW_DIS_XX.npy,1005,IWW,DIS,XX,train
data\processed\1011_IWW_ANG_XX.npy,1011,IWW,ANG,XX,train
data\processed\1040_IWW_NEU_XX.npy,1040,IWW,NEU,XX,train
data\processed\1047_IWW_DIS_XX.npy,1047,IWW,DIS,XX,train
data\processed\1003_IWW_DIS_XX.npy,1003,IWW,DIS,XX,train
data\processed\1006_IWW_SAD_XX.npy,1006,IWW,SAD,XX,train
data\processed\1022_IWW_DIS_XX.npy,1022,IWW,DIS,XX,train
data\processed\1047_IWW_HAP_XX.npy,1047,IWW,HAP,XX,train
data\processed\1015_IWW_ANG_XX.npy,1015,IWW,ANG,XX,train
data\processed\1046_IWW_NEU_XX.npy,1046,IWW,NEU,XX,train
data\processed\1017_IWW_FEA_XX.npy,1017,IWW,FEA,XX,train
data\processed\1024_IWW_HAP_XX.npy,1024,IWW,HAP,XX,train
data\processed\1033_IWW_NEU_XX.npy,1033,IWW,NEU,XX,train
data\processed\1044_IWW_FEA_XX.npy,1044,IWW,FEA,XX,train
data\processed\1010_IWW_SAD_XX.npy,1010,IWW,SAD,XX,train
data\processed\1012_IWW_FEA_XX.npy,1012,IWW,FEA,XX,train
data\processed\1002_IWW_ANG_XX.npy,1002,IWW,ANG,XX,train
data\processed\1007_IWW_ANG_XX.npy,1007,IWW,ANG,XX,train
data\processed\1025_IWW_HAP_XX.npy,1025,IWW,HAP,XX,train
data\processed\1015_IWW_SAD_XX.npy,1015,IWW,SAD,XX,train
data\processed\1027_IWW_HAP_XX.npy,1027,IWW,HAP,XX,train
data\processed\1036_IWW_DIS_XX.npy,1036,IWW,DIS,XX,train
data\processed\1018_IWW_NEU_XX.npy,1018,IWW,NEU,XX,train
data\processed\1034_IWW_SAD_XX.npy,1034,IWW,SAD,XX,train
data\processed\1042_IWW_SAD_XX.npy,1042,IWW,SAD,XX,train
data\processed\1040_IWW_HAP_XX.npy,1040,IWW,HAP,XX,train
data\processed\1043_IWW_SAD_XX.npy,1043,IWW,SAD,XX,train
data\processed\1043_IWW_DIS_XX.npy,1043,IWW,DIS,XX,train
data\processed\1032_IWW_SAD_XX.npy,1032,IWW,SAD,XX,train
data\processed\1001_IWW_FEA_XX.npy,1001,IWW,FEA,XX,train
data\processed\1011_IWW_HAP_XX.npy,1011,IWW,HAP,XX,train
data\processed\1038_IWW_ANG_XX.npy,1038,IWW,ANG,XX,train
data\processed\1026_IWW_SAD_XX.npy,1026,IWW,SAD,XX,train
data\processed\1012_IWW_NEU_XX.npy,1012,IWW,NEU,XX,train
data\processed\1011_IWW_SAD_XX.npy,1011,IWW,SAD,XX,train
data\processed\1021_IWW_DIS_XX.npy,1021,IWW,DIS,XX,train
data\processed\1023_IWW_NEU_XX.npy,1023,IWW,NEU,XX,train
data\processed\1015_IWW_NEU_XX.npy,1015,IWW,NEU,XX,train
data\processed\1012_IWW_HAP_XX.npy,1012,IWW,HAP,XX,train
data\processed\1005_IWW_ANG_XX.npy,1005,IWW,ANG,XX,train
data\processed\1014_IWW_ANG_XX.npy,1014,IWW,ANG,XX,train
data\processed\1008_IWW_SAD_XX.npy,1008,IWW,SAD,XX,train
data\processed\1032_IWW_HAP_XX.npy,1032,IWW,HAP,XX,train
data\processed\1046_IWW_ANG_XX.npy,1046,IWW,ANG,XX,train
data\processed\1044_IWW_HAP_XX.npy,1044,IWW,HAP,XX,train
data\processed\1028_IWW_FEA_XX.npy,1028,IWW,FEA,XX,train
data\processed\1020_IWW_HAP_XX.npy,1020,IWW,HAP,XX,train
data\processed\1036_IWW_SAD_XX.npy,1036,IWW,SAD,XX,train
data\processed\1031_IWW_ANG_XX.npy,1031,IWW,ANG,XX,train
data\processed\1001_IWW_NEU_XX.npy,1001,IWW,NEU,XX,train
data\processed\1006_IWW_DIS_XX.npy,1006,IWW,DIS,XX,train
data\processed\1017_IWW_HAP_XX.npy,1017,IWW,HAP,XX,train
data\processed\1016_IWW_ANG_XX.npy,1016,IWW,ANG,XX,train
data\processed\1035_IWW_NEU_XX.npy,1035,IWW,NEU,XX,train
data\processed\1017_IWW_SAD_XX.npy,1017,IWW,SAD,XX,train
data\processed\1044_IWW_NEU_XX.npy,1044,IWW,NEU,XX,train
data\processed\1038_IWW_NEU_XX.npy,1038,IWW,NEU,XX,train
data\processed\1015_IWW_DIS_XX.npy,1015,IWW,DIS,XX,train
data\processed\1013_IWW_SAD_XX.npy,1013,IWW,SAD,XX,train
data\processed\1042_IWW_DIS_XX.npy,1042,IWW,DIS,XX,train
data\processed\1003_IWW_FEA_XX.npy,1003,IWW,FEA,XX,train
data\processed\1025_IWW_ANG_XX.npy,1025,IWW,ANG,XX,train
data\processed\1016_IWW_HAP_XX.npy,1016,IWW,HAP,XX,train
data\processed\1039_IWW_HAP_XX.npy,1039,IWW,HAP,XX,train
data\processed\1046_IWW_HAP_XX.npy,1046,IWW,HAP,XX,train
data\processed\1010_IWW_DIS_XX.npy,1010,IWW,DIS,XX,train
data\processed\1025_IWW_NEU_XX.npy,1025,IWW,NEU,XX,train
data\processed\1012_IWW_DIS_XX.npy,1012,IWW,DIS,XX,train
data\processed\1037_IWW_FEA_XX.npy,1037,IWW,FEA,XX,train
data\processed\1035_IWW_FEA_XX.npy,1035,IWW,FEA,XX,train
data\processed\1047_IWW_FEA_XX.npy,1047,IWW,FEA,XX,train
data\processed\1013_IWW_FEA_XX.npy,1013,IWW,FEA,XX,train
data\processed\1014_IWW_FEA_XX.npy,1014,IWW,FEA,XX,train
data\processed\1007_IWW_NEU_XX.npy,1007,IWW,NEU,XX,train
data\processed\1004_IWW_DIS_XX.npy,1004,IWW,DIS,XX,train
data\processed\1027_IWW_DIS_XX.npy,1027,IWW,DIS,XX,train
data\processed\1028_IWW_NEU_XX.npy,1028,IWW,NEU,XX,train
data\processed\1006_IWW_HAP_XX.npy,1006,IWW,HAP,XX,train
data\processed\1013_IWW_HAP_XX.npy,1013,IWW,HAP,XX,train
data\processed\1047_IWW_ANG_XX.npy,1047,IWW,ANG,XX,train
data\processed\1029_IWW_SAD_XX.npy,1029,IWW,SAD,XX,train
data\processed\1008_IWW_DIS_XX.npy,1008,IWW,DIS,XX,train
data\processed\1029_IWW_FEA_XX.npy,1029,IWW,FEA,XX,train
data\processed\1011_IWW_NEU_XX.npy,1011,IWW,NEU,XX,train
data\processed\1032_IWW_ANG_XX.npy,1032,IWW,ANG,XX,train
data\processed\1032_IWW_FEA_XX.npy,1032,IWW,FEA,XX,train
data\processed\1044_IWW_DIS_XX.npy,1044,IWW,DIS,XX,train
data\processed\1033_IWW_ANG_XX.npy,1033,IWW,ANG,XX,train
data\processed\1012_IWW_SAD_XX.npy,1012,IWW,SAD,XX,train
data\processed\1048_IWW_FEA_XX.npy,1048,IWW,FEA,XX,train
data\processed\1005_IWW_NEU_XX.npy,1005,IWW,NEU,XX,train
data\processed\1012_IWW_ANG_XX.npy,1012,IWW,ANG,XX,train
